genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_021390475.1,PRJNA793591,ASM2139047v1,Contig,na,SAMN24563602,2022-01-08,GCA_021390475.1,full,Streptomyces,Streptomyces sp. ST2-7A (high GC Gram+),GCF_021390475.1,,yes,major,sp.,ST2-7A,"Kingston University London, United Kingdom",2907214
GCF_021390895.1,PRJNA782677,ASM2139089v1,Contig,na,SAMN23391873,2022-01-08,GCA_021390895.1,full,Streptomyces,Streptomyces sp. CC210A (high GC Gram+),GCF_021390895.1,,yes,major,sp.,CC210A,Tecnologico de Monterrey,2898184
GCF_021390935.1,PRJNA782677,ASM2139093v1,Contig,na,SAMN23391875,2022-01-08,GCA_021390935.1,full,Streptomyces,Streptomyces sp. CC228A (high GC Gram+),GCF_021390935.1,,yes,major,sp.,CC228A,Tecnologico de Monterrey,2898186
GCF_021394475.1,PRJNA793993,ASM2139447v1,Scaffold,na,SAMN24593808,2022-01-09,GCA_021394475.1,full,Streptomyces,Streptomyces parvulus (high GC Gram+),GCF_021394475.1,,yes,major,parvulus,VCCM 22513,"Institute of Biotechnology, Vietnam Academy of Science and Technology (VAST)",146923
GCF_021394575.1,PRJNA793696,ASM2139457v1,Contig,na,SAMN24579222,2022-01-09,GCA_021394575.1,full,Streptomyces,Streptomyces thermodiastaticus (high GC Gram+),GCF_021394575.1,,yes,major,thermodiastaticus,DSM 40573,University of Tuebingen,44061
GCF_021432205.1,PRJNA638164,ASM2143220v1,Contig,na,SAMN15180652,2022-01-11,GCA_021432205.1,full,Streptomyces,Streptomyces venezuelae (high GC Gram+),GCF_021432205.1,,yes,major,venezuelae,SS-292-2,John Innes Centre,54571
GCF_021432215.1,PRJNA638164,ASM2143221v1,Contig,na,SAMN15180654,2022-01-11,GCA_021432215.1,full,Streptomyces,Streptomyces venezuelae ATCC 10712 (high GC Gram+),GCF_021432215.1,,yes,major,venezuelae,ATCC 10712,John Innes Centre,953739
GCF_021432225.1,PRJNA638164,ASM2143222v1,Contig,na,SAMN15180653,2022-01-11,GCA_021432225.1,full,Streptomyces,Streptomyces venezuelae (high GC Gram+),GCF_021432225.1,,yes,major,venezuelae,NRRL B-65442,John Innes Centre,54571
GCF_021432285.1,PRJNA638164,ASM2143228v1,Contig,na,SAMN15180651,2022-01-11,GCA_021432285.1,full,Streptomyces,Streptomyces venezuelae (high GC Gram+),GCF_021432285.1,,yes,major,venezuelae,SS-292-1,John Innes Centre,54571
GCF_021440105.1,PRJNA794823,ASM2144010v1,Contig,na,SAMN24658083,2022-01-11,GCA_021440105.1,full,Streptomyces,Streptomyces lomondensis (high GC Gram+),GCF_021440105.1,,yes,major,lomondensis,DSM 41428,University of Tuebingen,68229
GCF_021441825.1,PRJNA792036,ASM2144182v1,Complete Genome,na,SAMN24372361,2022-01-12,GCA_021441825.1,full,Streptomyces,Streptomyces sp. CRSS-Y-16 (high GC Gram+),GCF_021441825.1,,yes,major,sp.,CRSS-Y-16,Hunan University of Science and Technology,2906474
GCF_021442405.1,PRJNA369719,ASM2144240v1,Scaffold,na,SAMN06292594,2022-01-12,GCA_021442405.1,full,Streptomyces,Streptomyces sp. MH192 (high GC Gram+),GCF_021442405.1,,yes,major,sp.,MH192,CSIRO,1945514
GCF_021442415.1,PRJNA369718,ASM2144241v1,Scaffold,na,SAMN06292591,2022-01-12,GCA_021442415.1,full,Streptomyces,Streptomyces sp. MH191 (high GC Gram+),GCF_021442415.1,,yes,major,sp.,MH191,CSIRO,1945513
GCF_021462265.1,PRJNA643166,ASM2146226v1,Contig,na,SAMN23440567,2022-01-13,GCA_021462265.1,full,Streptomyces,Streptomyces shenzhenensis (high G+C Gram-positive bacteria),GCF_021462265.1,Representative Genome,yes,major,shenzhenensis,DSM 42034,Mahasarakham University,943815
GCF_021462825.1,PRJNA795021,ASM2146282v1,Contig,na,SAMN24669142,2022-01-13,GCA_021462825.1,full,Streptomyces,Streptomyces glomeratus (high G+C Gram-positive bacteria),GCF_021462825.1,Representative Genome,yes,major,glomeratus,DSM 41457,University of Tuebingen,284452
GCF_021474405.1,PRJNA795601,ASM2147440v1,Contig,na,SAMN24737425,2022-01-15,GCA_021474405.1,full,Streptomyces,Streptomyces indiaensis (high G+C Gram-positive bacteria),GCF_021474405.1,Representative Genome,yes,major,indiaensis,DSM 43803,University of Tuebingen,284033
GCF_021474425.1,PRJNA795712,ASM2147442v1,Contig,na,SAMN24757707,2022-01-15,GCA_021474425.1,full,Streptomyces,Streptomyces muensis (high G+C Gram-positive bacteria),GCF_021474425.1,Representative Genome,yes,major,muensis,DSM 103493,University of Tuebingen,1077944
GCF_021491675.1,PRJNA794954,ASM2149167v1,Complete Genome,na,SAMN24664210,2022-01-17,GCA_021491675.1,full,Streptomyces,Streptomyces sp. R527F (high GC Gram+),GCF_021491675.1,,yes,major,sp.,R527F,Polar Research Institute of China,1664033
GCF_021496465.1,PRJNA624739,ASM2149646v1,Complete Genome,na,SAMN14582857,2022-01-18,GCA_021496465.1,full,Streptomyces,Streptomyces collinus (high GC Gram+),GCF_021496465.1,,yes,major,collinus,SQ,Technical University of Denmark,42684
GCF_021496485.1,PRJNA624739,ASM2149648v1,Complete Genome,na,SAMN14582856,2022-01-18,GCA_021496485.1,full,Streptomyces,Streptomyces collinus (high GC Gram+),GCF_021496485.1,,yes,major,collinus,L2,Technical University of Denmark,42684
GCF_021496785.1,PRJNA482527,ASM2149678v1,Complete Genome,na,SAMN14979331,2022-01-18,GCA_021496785.1,full,Streptomyces,Streptomyces sp. A1-5 (high GC Gram+),GCF_021496785.1,,yes,major,sp.,A1-5,University of Warwick,2738410
GCF_021502675.1,PRJNA794874,ASM2150267v1,Scaffold,na,SAMN24662247,2022-01-18,GCA_021502675.1,full,Yinghuangia,Yinghuangia sp. KLBMP8922 (high GC Gram+),GCF_021502675.1,,yes,major,sp.,KLBMP8922,Jiangsu Normal University,2908204
GCF_021502685.1,PRJNA756257,ASM2150268v1,Scaffold,na,SAMN20862081,2022-01-18,GCA_021502685.1,full,Streptomyces,Streptomyces sp. FB2 (high GC Gram+),GCF_021502685.1,,yes,major,sp.,FB2,Indian Agricultural Research Institute,2902454
GCF_021538775.1,PRJNA639787,ASM2153877v1,Contig,na,SAMN16357011,2022-01-20,GCA_021538775.1,full,Streptomyces,Streptomyces roseoverticillatus (high GC Gram+),GCF_021538775.1,,yes,major,roseoverticillatus,A47,Federal University of Mato Grosso,66429
GCF_021538815.1,PRJNA639787,ASM2153881v1,Contig,na,SAMN15250066,2022-01-20,GCA_021538815.1,full,Streptomyces,Streptomyces sioyaensis (high GC Gram+),GCF_021538815.1,,yes,major,sioyaensis,A5,Federal University of Mato Grosso,67364
GCF_021538835.1,PRJNA639787,ASM2153883v1,Contig,na,SAMN16357032,2022-01-20,GCA_021538835.1,full,Streptomyces,Streptomyces platensis (high GC Gram+),GCF_021538835.1,,yes,major,platensis,A26,Federal University of Mato Grosso,58346
GCF_021538875.1,PRJNA639787,ASM2153887v1,Contig,na,SAMN16357021,2022-01-20,GCA_021538875.1,full,Streptomyces,Streptomyces violaceoruber (high G+C Gram-positive bacteria),GCF_021538875.1,,yes,major,violaceoruber,A36,Federal University of Mato Grosso,1935
GCF_021538895.1,PRJNA639787,ASM2153889v1,Contig,na,SAMN16357016,2022-01-20,GCA_021538895.1,full,Streptomyces,Streptomyces olivochromogenes (high GC Gram+),GCF_021538895.1,,yes,major,olivochromogenes,A53,Federal University of Mato Grosso,1963
GCF_021545335.1,PRJNA794000,ASM2154533v1,Complete Genome,na,SAMN24594572,2022-01-21,GCA_021545335.1,full,Streptomyces,Streptomyces sp. GQFP (high GC Gram+),GCF_021545335.1,,yes,major,sp.,GQFP,Shanghai Jiao Tong University,2907545
GCF_021556455.1,PRJNA797901,ASM2155645v1,Contig,na,SAMN25039897,2022-01-23,GCA_021556455.1,full,Streptomyces,Streptomyces fuscigenes (high G+C Gram-positive bacteria),GCF_021556455.1,Representative Genome,yes,major,fuscigenes,JBL-20,Chungnam national university,1528880
GCF_021600165.1,PRJDB9821,ASM2160016v1,Contig,na,SAMD00228011,2021-11-30,GCA_021600165.1,full,Streptomyces,Streptomyces hygroscopicus (high GC Gram+),GCF_021600165.1,,yes,major,hygroscopicus,N11-34,"Biological Resource Center, National Institute of Technology and Evaluation (NBRC)",1912
GCF_021665875.1,PRJNA419158,ASM2166587v1,Complete Genome,na,SAMN08043889,2022-01-28,GCA_021665875.1,full,Streptomyces,Streptomyces sp. AMCC400023 (high GC Gram+),GCF_021665875.1,,yes,major,sp.,AMCC400023,Shandong Agricultural University,2056258
GCF_021696945.1,PRJNA633037,ASM2169694v1,Contig,na,SAMN14931191,2022-01-28,GCA_021696945.1,full,Streptomyces,Streptomyces sp. JJ36 (high GC Gram+),GCF_021696945.1,,yes,major,sp.,JJ36,CSIR - Central Salt and Marine Chemicals Research Institute,2736645
GCF_021890875.1,PRJNA800387,ASM2189087v1,Contig,na,SAMN25243511,2022-02-02,GCA_021890875.1,full,Streptomyces,Streptomyces sp. PSAA01 (high GC Gram+),GCF_021890875.1,,yes,major,sp.,PSAA01,University of Calcutta,2912762
GCF_021892415.1,PRJNA795469,ASM2189241v1,Contig,na,SAMN24723572,2022-02-02,GCA_021892415.1,full,Streptomyces,Streptomyces tricolor (high G+C Gram-positive bacteria),GCF_021892415.1,,yes,major,tricolor,DSM 41685,University of Tuebingen,68277
GCF_022015835.1,PRJNA802313,ASM2201583v1,Scaffold,na,SAMN25525657,2022-02-06,GCA_022015835.1,full,Streptomyces,Streptomyces sp. ICN903 (high G+C Gram-positive bacteria),GCF_022015835.1,,yes,major,sp.,ICN903,Manonmaniam Sundaranar University,2964654
GCF_022026295.1,PRJNA798505,ASM2202629v1,Complete Genome,na,SAMN25078796,2022-02-07,GCA_022026295.1,full,Streptomyces,Streptomyces sp. NBU3104 (high GC Gram+),GCF_022026295.1,,yes,major,sp.,NBU3104,Ningbo University,2911367
GCF_022213265.1,PRJNA803593,ASM2221326v1,Scaffold,na,SAMN25657054,2022-02-12,GCA_022213265.1,full,Streptomyces,Streptomyces sp. T7(2022) (high GC Gram+),GCF_022213265.1,,yes,major,sp.,T7(2022),Unversity of Jinan,2916034
GCF_022220465.1,PRJNA656867,ASM2222046v1,Complete Genome,na,SAMN25258031,2022-02-14,GCA_022220465.1,full,Streptomyces,Streptomyces sp. TYQ1024 (high GC Gram+),GCF_022220465.1,,yes,major,sp.,TYQ1024,Sichuan University,2762559
GCF_022221585.1,PRJNA730323,ASM2222158v1,Complete Genome,na,SAMN19228344,2022-02-14,GCA_022221585.1,full,Streptomyces,Streptomyces inhibens (high G+C Gram-positive bacteria),GCF_022221585.1,Representative Genome,yes,major,inhibens,NRRL30439,Australian Institute for Bioengineering and Nanotechnology,2293571
GCF_022271435.1,PRJNA703334,ASM2227143v1,Scaffold,na,SAMN18012613,2022-02-16,GCA_022271435.1,full,Streptomyces,Streptomyces monomycini (high GC Gram+),GCF_022271435.1,,yes,major,monomycini,NRRL B-24309,Fujian Agriculture and Forestry University,371720
GCF_022288725.1,PRJNA482527,ASM2228872v1,Scaffold,na,SAMN25651510,2022-02-16,GCA_022288725.1,full,Kitasatospora,Kitasatospora sp. A2-31 (high G+C Gram-positive bacteria),GCF_022288725.1,,yes,major,sp.,A2-31,University of Warwick,2916414
GCF_022347745.1,PRJNA795563,ASM2234774v1,Contig,na,SAMN25860362,2022-02-20,GCA_022347745.1,full,Streptomyces,Streptomyces sp. OfavH-34-F (high GC Gram+),GCF_022347745.1,,yes,major,sp.,OfavH-34-F,Meyer Microbes Lab,2917760
GCF_022385335.1,PRJNA800206,ASM2238533v1,Complete Genome,na,SAMN25235949,2022-02-24,GCA_022385335.1,full,Streptomyces,Streptomyces deccanensis (high G+C Gram-positive bacteria),GCF_022385335.1,Representative Genome,yes,major,deccanensis,KCTC 19241,Hunan University of Arts and Science,424188
GCF_022392825.1,PRJNA699568,ASM2239282v1,Contig,na,SAMN17798641,2022-02-25,GCA_022392825.1,full,Streptomyces,Streptomyces sp. CL12-4 (high G+C Gram-positive bacteria),GCF_022392825.1,,yes,major,sp.,CL12-4,University of Florida,2810306
GCF_022399475.1,PRJNA482901,ASM2239947v1,Contig,na,SAMN23961032,2022-02-25,GCA_022399475.1,full,Streptomyces,Streptomyces sp. CYG21 (high GC Gram+),GCF_022399475.1,,yes,major,sp.,CYG21,institute of biotechnology,2838874
GCF_022399485.1,PRJNA482901,ASM2239948v1,Contig,na,SAMN23961031,2022-02-25,GCA_022399485.1,full,Streptomyces,Streptomyces sp. COG21 (high GC Gram+),GCF_022399485.1,,yes,major,sp.,COG21,institute of biotechnology,2838872
GCF_022399495.1,PRJNA482901,ASM2239949v1,Contig,na,SAMN23961028,2022-02-25,GCA_022399495.1,full,Streptomyces,Streptomyces sp. CBG31 (high GC Gram+),GCF_022399495.1,,yes,major,sp.,CBG31,institute of biotechnology,2762623
GCF_022399545.1,PRJNA482901,ASM2239954v1,Contig,na,SAMN23961030,2022-02-25,GCA_022399545.1,full,Streptomyces,Streptomyces sp. COG20 (high GC Gram+),GCF_022399545.1,,yes,major,sp.,COG20,institute of biotechnology,2838871
GCF_022399585.1,PRJNA482901,ASM2239958v1,Contig,na,SAMN23961027,2022-02-25,GCA_022399585.1,full,Streptomyces,Streptomyces sp. CBG9 (high GC Gram+),GCF_022399585.1,,yes,major,sp.,CBG9,institute of biotechnology,2762622
GCF_022414535.1,PRJNA679883,ASM2241453v1,Contig,na,SAMN16860679,2022-02-28,GCA_022414535.1,full,Streptomyces,Streptomyces sp. MUM 2J (high GC Gram+),GCF_022414535.1,,yes,major,sp.,MUM 2J,Monash University Malaysia,2791987
GCF_022414575.1,PRJNA679911,ASM2241457v1,Contig,na,SAMN16862319,2022-02-28,GCA_022414575.1,full,Streptomyces,Streptomyces sp. MUM 178J (high GC Gram+),GCF_022414575.1,,yes,major,sp.,MUM 178J,Monash University Malaysia,2791991
GCF_022414595.1,PRJNA679908,ASM2241459v1,Contig,na,SAMN16861453,2022-02-28,GCA_022414595.1,full,Streptomyces,Streptomyces sp. MUM 203J (high GC Gram+),GCF_022414595.1,,yes,major,sp.,MUM 203J,Monash University Malaysia,2791990
GCF_022414615.1,PRJNA679886,ASM2241461v1,Contig,na,SAMN16860772,2022-02-28,GCA_022414615.1,full,Streptomyces,Streptomyces sp. MUM 16J (high GC Gram+),GCF_022414615.1,,yes,major,sp.,MUM 16J,Monash University Malaysia,2791988
GCF_022414635.1,PRJNA679912,ASM2241463v1,Contig,na,SAMN16862323,2022-02-28,GCA_022414635.1,full,Streptomyces,Streptomyces sp. MUM 136J (high GC Gram+),GCF_022414635.1,,yes,major,sp.,MUM 136J,Monash University Malaysia,2791992
GCF_022513565.1,PRJNA810259,ASM2251356v1,Contig,na,SAMN26237317,2022-03-07,GCA_022513565.1,full,Streptomyces,Streptomyces sp. CME 23 (high GC Gram+),GCF_022513565.1,,yes,major,sp.,CME 23,"Faculty of Science at Sri Racha, Kasetsart University, Sri Racha campus",2920937
GCF_022524345.1,PRJNA811813,ASM2252434v1,Contig,na,SAMN26363829,2022-03-08,GCA_022524345.1,full,Streptomyces,Streptomyces sp. M600PL45_2 (high GC Gram+),GCF_022524345.1,,yes,major,sp.,M600PL45_2,Faculty of Sciences University of Porto,2922868
GCF_022614595.1,PRJNA774300,ASM2261459v1,Scaffold,na,SAMN22561749,2022-03-17,GCA_022614595.1,full,Streptomyces,Streptomyces sp. CNQ085 (high G+C Gram-positive bacteria),GCF_022614595.1,,yes,major,sp.,CNQ085,"University of California, San Diego",2886944
GCF_022647665.1,PRJNA705867,ASM2264766v1,Complete Genome,na,SAMN18318495,2022-03-21,GCA_022647665.1,full,Streptomyces,Streptomyces formicae (high G+C Gram-positive bacteria),GCF_022647665.1,Representative Genome,yes,major,formicae,1H-GS9,Center for Research in Agricultural Genomics (CRAG),1616117
GCF_022695595.1,PRJNA727408,ASM2269559v1,Complete Genome,na,SAMN19018531,2022-03-22,GCA_022695595.1,full,Streptomyces,Streptomyces sp. MST-110588 (high GC Gram+),GCF_022695595.1,,yes,major,sp.,MST-110588,John Innes Centre,2833628
GCF_022695635.1,PRJNA672183,ASM2269563v1,Complete Genome,na,SAMN16560567,2022-03-25,GCA_022695635.1,full,Streptomyces,Streptomyces sp. A10(2020) (high GC Gram+),GCF_022695635.1,,yes,major,sp.,A10(2020),Chongqing University,2782013
GCF_022695985.1,PRJNA603449,ASM2269598v1,Contig,na,SAMN13932064,2022-03-25,GCA_022695985.1,full,Streptomyces,Streptomyces sp. NP-1717 (high GC Gram+),GCF_022695985.1,,yes,major,sp.,NP-1717,GROUP1-AD-shared-submissions,2704470
GCF_022698145.1,PRJNA816981,ASM2269814v1,Contig,na,SAMN26734430,2022-03-26,GCA_022698145.1,full,Streptomyces,Streptomyces sp. 7R016 (high GC Gram+),GCF_022698145.1,,yes,major,sp.,7R016,Chulalongkorn University,2927582
GCF_022698165.1,PRJNA816981,ASM2269816v1,Contig,na,SAMN26734429,2022-03-26,GCA_022698165.1,full,Streptomyces,Streptomyces sp. 7R015 (high GC Gram+),GCF_022698165.1,,yes,major,sp.,7R015,Chulalongkorn University,2927583
GCF_022698285.1,PRJNA817371,ASM2269828v1,Contig,na,SAMN26764618,2022-03-26,GCA_022698285.1,full,Streptomyces,Streptomyces sp. AN091965 (high GC Gram+),GCF_022698285.1,,yes,major,sp.,AN091965,Seoul National University,2927803
GCF_022698305.1,PRJNA817371,ASM2269830v1,Contig,na,SAMN26764619,2022-03-26,GCA_022698305.1,full,Streptomyces,Streptomyces spectabilis (high GC Gram+),GCF_022698305.1,,yes,major,spectabilis,KCTC9218,Seoul National University,68270
GCF_022699385.1,PRJNA812338,ASM2269938v1,Complete Genome,na,SAMN26376210,2022-03-27,GCA_022699385.1,full,Streptomyces,Streptomyces sp. 3025 (high GC Gram+),GCF_022699385.1,,yes,major,sp.,3025,"Center for Chemical Biology and Biotechnology, University of San Agustin",2923272
GCF_022747965.1,PRJNA814843,ASM2274796v1,Contig,na,SAMN26572990,2022-03-28,GCA_022747965.1,full,Streptomyces,Streptomyces sp. MMS21 TC-5 (high GC Gram+),GCF_022747965.1,,yes,major,sp.,MMS21 TC-5,Chungnam National University,2925833
GCF_022748185.1,PRJNA814868,ASM2274818v1,Contig,na,SAMN26573224,2022-03-28,GCA_022748185.1,full,Streptomyces,Streptomyces sp. MMS20-AI2-20 (high GC Gram+),GCF_022748185.1,,yes,major,sp.,MMS20-AI2-20,Chungnam National University,2925835
GCF_022748615.1,PRJNA817848,ASM2274861v1,Scaffold,na,SAMN26810465,2022-03-28,GCA_022748615.1,full,Streptomyces,Streptomyces sp. TRM75563 (high GC Gram+),GCF_022748615.1,,yes,major,sp.,TRM75563,Tarim University,2817418
GCF_022759525.1,PRJNA817370,ASM2275952v1,Complete Genome,na,SAMN26764591,2022-03-30,GCA_022759525.1,full,Streptomyces,Streptomyces mobaraensis (high GC Gram+),GCF_022759525.1,,yes,major,mobaraensis,DSM 40587,Northwest A&F University,35621
GCF_022760195.1,PRJNA756560,ASM2276019v1,Complete Genome,na,SAMN20886742,2022-03-31,GCA_022760195.1,full,Streptomyces,Streptomyces rimosus subsp. rimosus (high GC Gram+),GCF_022760195.1,,yes,major,rimosus,R7,Bielefeld University,132474
GCF_022760275.1,PRJNA615006,ASM2276027v1,Complete Genome,na,SAMN14444793,2022-03-31,GCA_022760275.1,full,Streptomyces,Streptomyces sp. 891-h (high GC Gram+),GCF_022760275.1,,yes,major,sp.,891-h,Zhejiang University of Technology,2720714
GCF_022807935.1,PRJNA818053,ASM2280793v1,Complete Genome,na,SAMN26814757,2022-04-02,GCA_022807935.1,full,Streptomyces,Streptomyces sp. HP-A2021 (high GC Gram+),GCF_022807935.1,,yes,major,sp.,HP-A2021,Heze University,2927875
GCF_022808175.1,PRJNA769239,ASM2280817v1,Scaffold,na,SAMN26902912,2022-04-02,GCA_022808175.1,full,Streptomyces,Streptomyces sp. AP-93 (high GC Gram+),GCF_022808175.1,,yes,major,sp.,AP-93,Instituto de Recursos Naturales y Agrobiologia,2929048
GCF_022809335.1,PRJNA799853,ASM2280933v1,Contig,na,SAMN25211119,2022-04-02,GCA_022809335.1,full,Streptomyces,Streptomyces sp. PBSH9 (high GC Gram+),GCF_022809335.1,,yes,major,sp.,PBSH9,Inner Mongolia Agricultural University,2921353
GCF_022815725.1,PRJNA769239,ASM2281572v1,Scaffold,na,SAMN26902967,2022-04-04,GCA_022815725.1,full,Streptomyces,Streptomyces sp. APSN-46.1 (high GC Gram+),GCF_022815725.1,,yes,major,sp.,APSN-46.1,Instituto de Recursos Naturales y Agrobiologia,2929049
GCF_022827705.1,PRJNA801460,ASM2282770v1,Complete Genome,na,SAMN25351612,2022-04-06,GCA_022827705.1,full,Streptomyces,Streptomyces sp. CB09030 (high GC Gram+),GCF_022827705.1,,yes,major,sp.,CB09030,Central South University,2913412
GCF_022846655.1,PRJDB13197,ASM2284665v1,Complete Genome,na,SAMD00446776,2022-03-18,GCA_022846655.1,full,Streptomyces,Streptomyces seoulensis (high GC Gram+),GCF_022846655.1,,yes,major,seoulensis,HEK131,"Graduate School of Agricultural and Life Sciences, The University of Tokyo",73044
GCF_022846675.1,PRJDB13198,ASM2284667v1,Complete Genome,na,SAMD00446775,2022-03-18,GCA_022846675.1,full,Streptomyces,Streptomyces hygroscopicus (high GC Gram+),GCF_022846675.1,,yes,major,hygroscopicus,HOK021,"Graduate School of Agricultural and Life Sciences, The University of Tokyo",1912
GCF_022869105.1,PRJNA820980,ASM2286910v1,Complete Genome,na,SAMN27030758,2022-04-10,GCA_022869105.1,full,Streptomyces,Streptomyces sp. BJ20 (high GC Gram+),GCF_022869105.1,,yes,major,sp.,BJ20,Hunan Institute of Microbiology,2930049
GCF_023072595.1,PRJNA820852,ASM2307259v1,Contig,na,SAMN27022271,2022-04-20,GCA_023072595.1,full,Streptomyces,Streptomyces sp. XM4193 (high GC Gram+),GCF_023072595.1,,yes,major,sp.,XM4193,Institute of Marine and Environmental Technology,2929782
GCF_023072675.1,PRJNA820852,ASM2307267v1,Contig,na,SAMN27022270,2022-04-20,GCA_023072675.1,full,Streptomyces,Streptomyces sp. XM83C (high GC Gram+),GCF_023072675.1,,yes,major,sp.,XM83C,Institute of Marine and Environmental Technology,2929781
GCF_023072755.1,PRJNA820852,ASM2307275v1,Contig,na,SAMN27022269,2022-04-20,GCA_023072755.1,full,Streptomyces,Streptomyces sp. XM4011 (high GC Gram+),GCF_023072755.1,,yes,major,sp.,XM4011,Institute of Marine and Environmental Technology,2929780
GCF_023096395.1,PRJNA824839,ASM2309639v1,Scaffold,na,SAMN27480485,2022-04-24,GCA_023096395.1,full,Streptomyces,Streptomyces sp. WAC00276 (high GC Gram+),GCF_023096395.1,,yes,major,sp.,WAC00276,University of Toronto,2933778
